,TransactionID,CustomerID,Date,Amount,Category,PaymentMethod
25,9c765b10-d16f-416d-b1bf-9e34af9984df,b27c1367-46db-4c64-a51f-f23857b1dadc,2020-09-02,-943.75,Groceries,Cash
26,25f2a7d6-0c47-4a25-8b69-47213d031d5e,8903fc05-45f5-4fff-bf7c-dd81131ad635,2020-06-14,397.95,Entertainment,Cash
27,c1eda8aa-7ee6-4701-98e4-35a29dbd2c52,a4203ea4-aafe-4199-a7e3-891410ccb636,2021-03-21,-938.16,Entertainment,Debit Card
28,d76fcd6f-6fed-422f-86c2-844781c97012,c62b3655-1de2-4cc5-a358-d3c9032a6248,2020-06-29,985.47,Entertainment,Debit Card
29,d8c5689e-3629-45f6-8687-c3241839db47,62e8766d-3960-4505-9353-922333b3e331,2022-06-04,74.42,Utilities,Cash
30,cdb8935b-bf62-48e8-b597-161cafab87b4,2083382f-6096-46ca-beef-b1dacf4cfd13,2023-08-02,365.42,Restaurants,Cash
31,dfb58aa1-162a-498c-b152-f876506a6daa,c4865496-430f-4e61-927c-4b52e63aa43b,2020-04-28,-858.53,Electronics,Debit Card
32,76ce4bc4-cdf7-451f-96b3-8e2e309e0af5,ab940ad9-c9a6-414f-8717-578da578a891,2020-01-28,-404.0,Restaurants,Credit Card
33,2f5ce33b-1969-477f-9e23-494f52e7b08e,1b458e11-72ba-434c-b637-7fdad65c8416,2022-05-22,-809.42,Electronics,Cash
34,9b3a8003-6d28-4b85-833e-aca79bb5136c,61840644-66fa-4469-9478-639f6d50e560,2023-01-29,-809.63,Restaurants,Cash
35,01238868-1327-4f3c-8747-7cf7f527eb0d,46fc09f7-3cbd-4915-b3ab-0661875aad50,2020-04-06,408.52,Entertainment,Debit Card
36,043a1f7e-6ffd-4ec0-a8f4-0387d6334c8c,9a66bf62-31e5-4b54-a51d-428416ee98d6,2024-01-27,-555.97,Clothing,Debit Card
37,cdb859b9-0429-43eb-bcb0-393f8d680acc,74185d99-4f4b-4c46-856e-134fd8fd6016,2021-06-23,-267.51,Utilities,Debit Card
38,b4d06d2b-f7db-4232-9ca8-53bf45f38ed8,939633cb-e792-4933-bb91-84a97bd61dd8,2022-11-15,-333.67,Restaurants,Cash
39,6ee9804d-b415-4441-9efb-00c097326d9d,4ccbd8cf-fe1b-4033-bfee-a4e40584a8b1,2020-08-08,-379.57,Restaurants,Credit Card
40,9c57cf83-8701-4aeb-bc1a-5041fb696d02,e6a51da5-e796-4741-b60f-c30ba7cd914d,2023-02-18,112.93,Restaurants,Debit Card
41,0318deaa-a244-419e-9033-978c355b369d,64efd4c7-f750-4771-a269-33016b5e7bac,2023-03-13,104.8,Entertainment,Bank Transfer
42,1b99dffd-97f7-4ebe-bdbc-3919f03b9c5a,17eb0aec-ece2-45e6-a9dd-e27ed66fe648,2023-02-24,96.24,Entertainment,Bank Transfer
43,2cda095d-d433-4565-950c-a3100c09f90f,3b740831-3f2a-4314-8111-6eb3f76cd81a,2021-06-08,955.52,Clothing,Credit Card
44,81d3b9f2-51f1-4fe3-adf3-019f7cffd6dc,a02ad530-85cf-4d04-aac7-f7c2e825c3a0,2023-07-25,-229.66,Entertainment,Credit Card
45,cf0e2a9f-09d5-4e56-882a-bfaaa17f7a53,20f8c8fb-ffc3-4eef-b732-0cad69166bf6,2022-01-12,-724.71,Groceries,Debit Card
46,3ec5e02e-be68-4c73-9bb9-2dde6dae5219,2304f27a-1a60-49df-a4e8-f2804c245c8c,2023-07-17,169.13,Clothing,Cash
47,e08eaae5-740d-4b34-b885-b6adf896adb6,bb84cc2d-8cf8-4e44-b1ea-f6b2d55eb81b,2022-03-11,313.72,Restaurants,Bank Transfer
48,d6325ce2-0d0b-4989-99b7-3e6852d0d15d,e7104306-efc1-460c-aebb-1f45bfb8e890,2024-04-21,-247.5,Groceries,Bank Transfer
49,4566f42d-c4fe-4381-8c07-83c2f22c5560,28835308-2bc5-4b74-b566-764201c51b60,2020-07-02,-899.13,Clothing,Cash
50,1ec3f76a-65bf-4551-b7d0-a2c7b2fcbe95,f453f28b-6255-42bd-8446-fb4b52b7cf95,2021-12-31,455.66,Restaurants,Cash
51,a9c881fd-4d9c-4956-bc0d-1d460e853f03,8a991ad5-ba37-42ab-b467-ad26694749e2,2020-02-13,677.76,Utilities,Bank Transfer
52,e69cb08c-3be2-45d8-bbfb-5ebe04d0791e,0cfc6546-92e9-4b75-90fe-c42717064b02,2022-04-18,-403.71,Restaurants,Cash
53,83e938f9-8ca5-4b2b-9341-1061cd5f8061,219e083a-a5b7-4ab5-8558-d91df5ec53cc,2021-10-01,129.75,Utilities,Cash
54,c2680c48-64ce-4fb7-9fb7-aeba6546f6f6,f627f20f-9415-428e-983b-ca5784ef2df7,2024-01-20,-724.7,Electronics,Bank Transfer
55,f69273bd-b1b6-4614-bf2a-02380f168f57,c5ee9090-2c80-458a-baf4-b88171ab12f2,2022-01-29,463.14,Utilities,Credit Card
56,09238aec-7fe7-40a7-a6ad-4ba2e334f16e,b8fe0a6f-bc07-4f62-926a-3b3edf456b7b,2022-03-23,54.23,Electronics,Debit Card
57,9d8c469f-8b69-4722-a853-467b3be788d9,19e53a8a-2cd3-4ef4-9c3f-1aa4d697c41d,2024-02-27,210.05,Groceries,Bank Transfer
58,819fb230-fdb5-44cd-8953-596c843360d1,6ef4eead-78b1-4aae-8770-131cd26c434e,2023-06-21,189.11,Entertainment,Credit Card
59,89110144-d574-4ce9-aad6-c96127ea5e7f,7ec10b68-d899-4ba8-8785-6763429b62ac,2022-06-29,-210.02,Entertainment,Credit Card
60,4db4fee3-54dd-4643-935e-e0fad0762d9f,bb0b7faa-3cba-4673-9e00-623ca5983fc2,2021-03-04,132.1,Clothing,Bank Transfer
61,102dffdb-8027-48dc-84fc-d0ff0e1e02ee,f322a0ac-a72d-4a62-a5a0-b525f41f63ec,2022-04-10,699.23,Entertainment,Debit Card
62,61451a21-4d09-4e03-9fb0-c9cc0963f1fe,3f1254ef-58f9-4022-8d8b-57be6f930c00,2021-03-07,-35.5,Restaurants,Credit Card
63,7b14cff0-7698-493c-b763-6de026880a57,d152faa7-598f-4713-97ca-cf223436ebff,2021-08-12,496.5,Groceries,Debit Card
64,e9a6f1e0-257f-40db-adc4-c8808cc4a22c,56cda9e8-c360-4446-9d38-ada35f22e38b,2022-03-08,788.82,Utilities,Bank Transfer
65,eba8dcfd-4c02-470f-a14a-098d5c43689f,cf8e467b-3697-4b39-bec2-b9d0ef0d3cf4,2023-10-10,-545.52,Clothing,Bank Transfer
66,a5b79f43-2744-4f88-8999-ff3c1ca365fe,0ecba6e5-5d94-48bf-a0f4-b3a61b0c6fef,2022-08-05,-107.04,Electronics,Debit Card
67,2339243e-3e33-4636-b18b-f2743d35ff12,86e829f9-64e3-40c3-af6f-c6f30218c599,2022-06-12,-181.8,Electronics,Bank Transfer
68,450453a6-3fbb-45ae-ad6a-1065ee21c0e0,c6a76202-73b9-4b49-9402-da8cf21c9d51,2020-07-28,413.58,Clothing,Bank Transfer
69,5791a431-56f8-4b01-8a23-ecb031008731,0273274a-abf1-4e42-8396-0995f73d0477,2023-09-28,-59.14,Utilities,Debit Card
70,dbb634c4-f664-4bab-b428-13ad09524de8,11f8ceb4-d89a-4aa6-9964-048f9338e982,2022-10-28,-293.19,Utilities,Cash
71,8cb98077-6e8c-4f9a-a4c6-c5d457e15617,a1d6b85c-12ab-4fae-a215-fda1e7329fe3,2022-06-29,-462.38,Electronics,Bank Transfer
72,788f9c14-406c-4479-a4d7-fe1da1bd53f1,d4e1fa79-612c-4375-82dc-5d2a1239f4f0,2021-03-04,-359.63,Electronics,Bank Transfer
73,7c208d20-c7e8-44fe-abfd-c968776a799b,cc437880-7483-474e-a17f-6051b8885b27,2020-01-20,-459.06,Restaurants,Debit Card
74,718e5839-84d2-4360-a573-d32f028869f9,e9ba0c45-0233-4126-8251-44decb8b22fe,2020-04-08,832.15,Entertainment,Credit Card
75,8359361c-4022-4cfc-acb6-874492910545,df749c9e-96ba-46af-9d02-8cf0ef209510,2020-08-04,-365.13,Entertainment,Bank Transfer
76,c1a09285-59a2-425b-9cdb-2c0001f89704,237f6ce6-2a50-4a2d-8270-21e2705e77a1,2021-03-17,439.56,Clothing,Credit Card
77,4399d95b-878e-4270-8696-2879475f5bab,627b81c1-da8b-4c3f-9ae1-dae58f8dd586,2020-04-05,-599.77,Restaurants,Cash
78,e9423a52-3e7a-44c0-ad9a-2523689c4224,8f93fd8a-18a1-4505-bafa-1e3d36d4761c,2022-01-02,862.14,Entertainment,Cash
79,c7e236b0-e49d-4d09-a898-ec490a898d0f,ad8a2877-71e2-4034-8fbb-41614bd6f5f2,2021-11-17,738.7,Electronics,Cash
80,4faa1a62-05e7-4165-b798-f2f31cb846be,e88a24dd-3fb7-465c-9c36-cebfcf4d7761,2022-06-05,-232.56,Entertainment,Bank Transfer
81,5f45e5fb-4316-4016-9c92-cf8c59e8bd5b,f3db92fb-b6d5-410b-ae11-96784b522c13,2020-02-10,-174.53,Restaurants,Debit Card
82,df3ce38b-1621-4847-b18f-cbf8a49db926,64f7a6aa-1705-4094-b9d3-81b26750a12b,2021-07-15,154.72,Groceries,Debit Card
83,7bd859c6-91e6-403f-967e-cb93aea0dd0a,558f5308-71cb-4889-bc96-4a203344df2f,2022-11-07,-920.77,Groceries,Cash
84,e7b01435-fa62-4a79-939d-d948c4b16a97,76269740-a580-45ab-be76-b1e26aff8355,2021-01-03,423.36,Restaurants,Cash
85,1b2b4905-0aee-46db-a294-812e2fb79142,e57c8a9c-1916-4af5-a19c-1ac3118c77f8,2020-06-13,-886.01,Entertainment,Credit Card
86,a98cf612-5923-4363-9b3d-bbc9d58a715e,e1b11fff-d652-485f-a67b-91f5b823ad9d,2020-06-15,235.88,Utilities,Credit Card
87,b30a1b0d-8d39-4c6e-89b7-a6372ff700b4,c90375f4-e71b-44eb-96dd-7462a34f206a,2022-09-09,626.98,Clothing,Bank Transfer
88,5c4a21da-9dd2-43cd-9460-9de56a018beb,7a388be4-28e8-470d-ad63-e2bd86bae850,2021-07-28,-561.41,Electronics,Credit Card
89,591a2f5c-b9ff-4a6b-915c-83e20f0d6378,73407000-f0ee-4a54-b614-13d6ca341511,2024-03-14,-551.84,Electronics,Credit Card
90,9f2b5648-ff54-4da9-a7a7-bde72d410ad8,2fe913d2-b5bf-4f20-bbda-5585a5027bab,2021-02-01,-826.61,Electronics,Credit Card
91,993d3ccb-8e8f-4ea7-8ff2-75e91faebb3c,58859621-a41a-4727-a782-8596b4078341,2022-01-17,13.83,Restaurants,Credit Card
92,46085abf-7ced-4945-a6b5-68780644716e,1410b686-1b37-4631-bedf-d601c6fd9f4c,2021-05-29,-449.95,Entertainment,Cash
93,97d0bf6e-f854-447c-9a99-9f9866fd0bab,7e2ebca6-dfcf-414a-9553-31440e2d9747,2021-04-16,431.13,Restaurants,Credit Card
94,6f7da709-7980-461d-83e4-8b63e961d223,ea14079a-9136-45e1-8031-88c0c41a3b11,2021-11-03,854.68,Electronics,Bank Transfer
95,08193446-9ece-47c1-8e8e-f0771222eeae,53abe7cf-32ea-4b42-8ef3-6cdde518cf13,2021-11-29,705.29,Electronics,Debit Card
96,2cc61414-0110-4469-b480-fb3439b8aa2e,9a6b26bf-9641-41ca-b397-8e3224f632d6,2023-07-08,-720.13,Groceries,Credit Card
97,e0853962-40ad-494b-83c3-927593f14270,5a151171-fd48-46b6-933c-670249b0ffbd,2022-11-09,-482.47,Utilities,Cash
98,61fb6d4f-1aad-4af4-8182-dac32205dbdd,a89b316f-9902-4a90-a626-9497134c29cd,2021-09-20,-998.33,Entertainment,Debit Card
99,84233220-54b5-498e-90bf-57b6ff2fc1ef,6d6895ff-c498-4559-84e9-b782818c8681,2020-09-15,673.21,Restaurants,Debit Card
100,c57c2efc-0cba-4476-b887-e8260f7034b5,59b702ab-4375-4197-bf67-7dbe51e56345,2022-01-19,916.36,Electronics,Credit Card
101,867253dc-bf7e-402c-be03-bfd7ed0301aa,2d56ccb5-3dc0-4486-af84-16ffaf94cf7b,2021-10-02,757.29,Restaurants,Cash
102,27151845-95ec-4b88-aefe-f31f57e96f36,bc095260-2ef3-4f80-b85b-0328ca126ecc,2024-03-14,432.91,Clothing,Bank Transfer
103,6edef726-7fae-4a12-8a8f-ac5c689b0e30,7088bb22-18a1-42f6-95b3-30ddd2d44a5a,2022-02-28,-197.12,Restaurants,Debit Card
104,92ce6ccd-d8b0-4a8c-a6e5-ab4274351f52,cca2579b-4803-4d74-a630-601a6f9f2368,2023-08-04,253.46,Electronics,Credit Card
105,d0d38617-e27d-47a5-8569-ed1303657364,d4431f14-c3fb-41c1-8f5c-599e538c1ed6,2020-04-14,-765.79,Groceries,Cash
106,fa372d84-10d3-4d9a-8fa6-d81364b925aa,9fb8089e-3ef7-476f-8ce1-21a01ac0d4c2,2020-03-26,-634.55,Clothing,Cash
107,500a20f9-f184-43aa-9f1c-7be88661f73b,dd228627-f1b9-4dfa-8f90-a0d63ca3ff99,2024-02-02,865.81,Entertainment,Debit Card
108,3a857f7a-92cf-4a0a-b66c-75db5c0d5e36,46e5a305-6268-4f6c-989b-0660292f9e78,2023-07-07,572.72,Electronics,Debit Card
109,67f293f0-57ab-4c1a-aa64-cdc7b15fd0e1,64a3ceec-d808-4c90-93f1-c4302dad3c09,2022-08-16,448.93,Restaurants,Credit Card
110,be38ef33-1a03-42fc-9790-6e7c666e829b,59619fb3-459f-4d0a-9cf6-cf1ed2161686,2023-10-14,-389.28,Clothing,Debit Card
111,95ecbe6e-4dc7-4271-9689-dbbaab7f3eb1,2c70d11d-e495-4458-984a-4c6723a65d3e,2021-12-04,490.56,Entertainment,Debit Card
112,f3eda8a6-c294-4289-9908-864b15a15db8,21db24cb-fbb1-4b50-bbc8-c5781a5536a4,2023-11-29,-485.53,Entertainment,Cash
113,b4d3f175-7214-4878-8992-a2e6049536ff,45c76e02-417d-4303-b07d-ad236232e42f,2020-08-17,151.77,Restaurants,Cash
114,f64544e1-d815-4756-9d14-fdd0f07294bc,76afda0e-af5a-47a1-9c57-87d2da2010d1,2023-07-25,-935.03,Clothing,Credit Card
115,e384c4cb-b0e3-4603-9c46-df69593b9b53,4aa29d6d-b530-4325-9b70-d0d9d5e8f7eb,2023-01-10,222.62,Electronics,Credit Card
116,06224406-4087-4c8e-bb4c-58356d7b9cf0,6a4b7411-863c-4d71-9e3d-256cf7db73ec,2023-09-15,-44.55,Clothing,Credit Card
117,3a4ae31f-049b-467d-800c-d0898cbcfefa,35a3139c-f364-423b-a2b9-8012bebb8562,2024-01-13,778.46,Entertainment,Debit Card
118,d7b9f1df-cab1-4698-8324-880567a3ba8c,ed460d14-6184-47af-812d-fffd2768284a,2023-05-04,-311.58,Clothing,Cash
119,cf39ea63-47b8-4e00-93a3-a791d74e4cc5,14b842e5-3c30-4fe9-ab4b-49d7fdfbdd61,2023-02-09,-251.76,Entertainment,Cash
120,e9b9c4f1-9273-4afb-94df-65ac6568d4fb,6cf5255a-6ef3-4eeb-acde-585f4131d091,2022-01-06,300.43,Clothing,Credit Card
121,9481aa82-f029-4dd4-a368-53112dbf9136,a4d80b25-a136-41f4-8094-223451d3821e,2020-07-27,-160.71,Groceries,Credit Card
122,e602d5d9-ae80-4637-a6e2-8363d0fa923c,d85565fd-b222-48f4-a0ce-d6ce05bde876,2020-05-26,466.16,Electronics,Debit Card
123,13cc7255-d362-4835-8b19-a0ba568e4ae5,d93c3998-0ec4-441f-9bac-22e606e5e07d,2022-07-27,-672.95,Groceries,Debit Card
124,982ee5f8-f653-41d5-89fc-e19f4cc3f27d,89501ccd-bc41-4501-aedb-c4767a865c67,2023-10-02,-514.89,Restaurants,Bank Transfer
125,e3c8af2b-e8e5-49f1-b898-7bdb3df0606f,a7dcddfe-216e-413f-99eb-2321077c2d5a,2021-11-30,565.41,Clothing,Bank Transfer
126,8f19831b-6b55-4844-9364-8aeca2d8e96f,98d9a98c-ab20-4103-b379-bd4867091a90,2024-01-26,-398.28,Entertainment,Bank Transfer
127,2aafea40-b75d-4139-b9ae-7eddd25875a6,b26a7f11-24f2-4e3b-bb6c-7c064993b3df,2022-08-09,630.93,Restaurants,Cash
128,b258e567-edf6-4184-a18b-55e245b8931f,74bd08e0-a21f-410b-a65d-cadece714f71,2024-04-17,-493.64,Clothing,Debit Card
129,58faeed8-48c6-48c5-bcb8-f74e0b42d15d,0fc7baa0-12bf-49fb-9e2c-5df1b3d7c3ae,2021-08-19,434.51,Clothing,Cash
130,08366e16-f101-433e-882e-4157bee678bd,7b08ec90-ff5c-4578-89d1-975ca9d4f829,2020-07-04,571.78,Restaurants,Debit Card
131,e415ec8b-c87e-4897-bb31-38d4c50625de,37645afd-eb40-4345-b8a0-6de33e654b69,2024-04-24,-823.63,Clothing,Bank Transfer
132,5d187910-db52-4bc7-9f3f-852ee186d637,2f232bab-a676-4726-824f-6c176a5533a4,2022-06-26,-210.18,Utilities,Debit Card
133,dc502cc8-3ceb-4acb-a251-c06b60f5ca9b,f9e43b0c-e9fc-4073-806f-20f4b5e4e43a,2021-03-23,728.15,Groceries,Bank Transfer
134,ce386481-c486-4af1-b211-f7922e6e42fc,d356038f-1c9a-41b3-95d7-50b9c31bf513,2022-05-30,944.71,Groceries,Bank Transfer
135,005d4fc6-b36d-4282-8e66-c3690bb45ca8,aea5e212-e8c5-4a9b-97c7-b6a282ada228,2023-05-13,591.3,Entertainment,Bank Transfer
136,3bc948b1-f21e-4bc2-93c7-4c3d6fdf7ad0,d6733819-862f-4542-8ef9-724bb6071b4a,2023-08-29,126.48,Clothing,Bank Transfer
137,cbeb8988-9d79-4e20-a8ab-db03761883e1,2c66ea22-327e-4aad-940e-a2e4946bf3b6,2024-01-30,784.09,Groceries,Bank Transfer
138,e9a86867-5360-4f25-8186-03ac301296ba,d836ada4-f2b2-4f31-80e8-42d78e17ee7b,2022-09-19,717.17,Clothing,Credit Card
139,fed3abba-87fc-4c72-bd98-f5564b5f35a7,047b6d48-9517-4341-aa6f-e49f8a3edc32,2023-12-11,20.5,Utilities,Credit Card
140,0f592735-9148-406c-a38b-f781a691964c,1f7b0e3b-29f9-4aeb-9369-29676c0d5e02,2022-08-31,338.02,Clothing,Bank Transfer
141,dc697ebb-ea01-46be-8c0f-353bac6e9c19,c5882633-12a2-4e2e-ac79-5ad9eff829e1,2022-02-19,-753.17,Restaurants,Credit Card
142,b27d5a92-ae77-4dc2-bfcd-13c60dfd6068,f4143178-0088-49c1-af24-10a54bba7f86,2022-04-13,797.99,Electronics,Cash
143,9724d941-81c6-4010-91cf-049a3863e62f,be60e9be-61c4-4f36-9e28-9f9053c39039,2021-03-21,441.85,Utilities,Credit Card
144,8ba7005a-8c04-4090-836d-3c98153b0c78,47db21ea-8577-4baa-8321-ca4ae0d26bfc,2021-08-25,881.02,Electronics,Cash
145,de527eb7-6afd-47d0-9da2-a072e35b981b,b9422b9a-f2b4-42d7-b36d-39e99dba1fc4,2024-03-05,-413.99,Utilities,Bank Transfer
146,c09ada32-a5b3-4765-8d1e-536efdde5757,8affd7f5-850c-434c-aaa2-29628fcbfd85,2020-05-18,157.25,Restaurants,Bank Transfer
147,257ee5b2-979e-4a48-a625-02a3a5aa144f,e3cc82e0-70a9-4443-8135-b89165ec11f7,2021-08-31,772.66,Restaurants,Cash
148,d7d4e603-d38a-48ca-94d1-152db39651b4,061cf0bd-2bab-4ef7-8bb8-9cc02c7738a0,2020-08-05,728.99,Clothing,Bank Transfer
149,ee15da61-6d8f-41a2-913a-25c44f5e6b9b,523b4f5c-319a-4e03-90b5-d5bbba36c40b,2021-01-08,210.29,Restaurants,Credit Card
150,6b3204cd-ed18-4bae-9627-2220038d5dba,de465852-be8c-4e01-8396-24df544fadf9,2023-10-16,63.76,Electronics,Debit Card
151,b9983f71-7078-4c14-b2dd-bc12d664d216,b2955b71-7563-4633-878b-f8b1d12c83b7,2020-12-27,719.72,Groceries,Credit Card
152,1137b95a-508b-4b3c-bfad-722458584e17,d05d590b-a4b3-4c04-b443-d81cec8fd9ca,2023-09-06,-753.23,Entertainment,Cash
153,5f5d989e-b51e-4017-86ea-10c4a15ec3e5,22d04c42-fdab-4446-9ee1-7e1a219f3fbe,2021-06-07,-935.06,Clothing,Debit Card
154,841ee17e-f0f0-4dd2-9802-602c01a0bb13,cab4923a-7021-4fc1-96be-9ae93785e441,2023-06-13,748.63,Entertainment,Cash
155,6f8bf7e6-f83d-4610-9518-d9212c37a802,29b1b860-58e5-417a-8ae0-2a2f4583f954,2021-02-27,739.95,Clothing,Debit Card
156,34339dc8-4893-4086-bfa3-a6e1e1acb258,f777fab1-100e-482f-8082-00d0c01562e3,2021-03-01,-819.3,Electronics,Debit Card
157,18f9397f-ee3d-409b-b564-cfad31791f50,73ab7076-6428-40d1-ad99-a71f2e0ca8e5,2020-11-28,-783.55,Entertainment,Credit Card
158,4d44385c-bc91-48a1-a222-820a4aa307b8,558a0681-c322-4772-ade9-0974071eeb4d,2020-01-09,-560.5,Utilities,Bank Transfer
159,05e211e5-88fd-4399-8594-7ce2b3798d4f,3571860f-dc1d-4773-a0ef-ccd3cc123370,2021-03-25,486.87,Entertainment,Debit Card
160,6365c698-afa9-420f-b5d4-c1d28bec436e,cb889753-e116-4b03-8a31-811545d75150,2021-03-02,717.52,Entertainment,Bank Transfer
161,a4a5fc93-79ff-4afb-839f-b783ef89ee59,561d5370-764e-40f9-be07-cc9eaa05b8a0,2020-06-16,473.94,Clothing,Debit Card
162,d4cbb94c-1d67-4551-a2bf-9d5a38315a10,2c49ad77-6a76-42ca-90d2-886ee9faa534,2022-08-05,665.24,Utilities,Debit Card
163,dcec996d-d96a-4f24-80d2-bb511c49cf9d,f64bb719-94aa-49a9-a032-9d213bf5d0c9,2022-07-23,-547.88,Restaurants,Debit Card
164,867152aa-bc39-4e69-b43a-6ef808e33519,a604389e-d314-4e35-8f9f-0340a42aac07,2020-01-24,887.69,Entertainment,Cash
165,a43c1c68-d753-4185-986f-879eddde499f,9b9eb21a-c772-4ed0-b3f0-0cc552712431,2022-12-11,621.91,Restaurants,Debit Card
166,3f96384a-03b6-4b8a-ac1f-a46a357fe2d6,a8aaaaff-b5ae-4cf5-8d1c-41018b8a6a61,2023-11-05,739.62,Groceries,Cash
167,d0f100f3-eb94-46f6-91e8-e44baeaee906,099f42d3-fe4f-47cd-819a-424bd8810289,2020-09-29,-490.89,Restaurants,Credit Card
168,1d876f5b-525d-4636-9206-9c078b3fbc45,dcace34e-99d3-418a-9021-4af0d498c385,2020-11-24,-431.67,Clothing,Debit Card
169,7028a578-7f00-4eb4-a342-5a5ce3061e12,b9770b6a-10aa-4f8a-b944-2adb69462740,2020-11-09,-620.42,Utilities,Bank Transfer
170,75627a15-a32d-4ba3-8c38-8a8d899f7623,533e366b-2428-446d-a4d6-a79f5b4b7078,2020-04-03,589.69,Restaurants,Bank Transfer
171,a0bbc8ab-f38a-4ee9-8cf9-43259fdb6120,bc067a87-e2df-4a5b-a919-2da160bcf0e4,2020-12-03,448.27,Electronics,Bank Transfer
172,06c135b9-8877-4d47-ad9b-c41dd619132e,4143b4f5-f2c5-482d-94d5-aea9fec1f59f,2021-10-23,-479.01,Groceries,Debit Card
173,ebce2fae-d374-4ee3-b3ba-46e45d6168bf,90aab6f9-d983-40c4-97ae-3fab2c189131,2023-12-14,281.76,Restaurants,Bank Transfer
174,0d0bd11c-94ff-487c-825a-b3f111b57966,bd57286a-5143-41f9-8c96-cd80402b3ae6,2022-10-02,-392.15,Electronics,Debit Card
175,bdde4bb7-4ef9-4082-9a93-b5aa4dbbe6ae,8b379784-dde3-4427-863e-1f19edbd5524,2024-02-18,890.17,Entertainment,Bank Transfer
